Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.345,0.263,0.093,0.17,0.055,0.044,0.067,12
F,0.7,0.574,0.202,1.798,0.627,0.425,0.626,21
M,0.509,0.38,0.129,0.83,0.241,0.183,0.284,11
M,0.564,0.452,0.135,0.729,0.336,0.137,0.244,10
I,0.433,0.299,0.098,0.358,0.164,0.067,0.097,8
M,0.58,0.469,0.162,1.133,0.546,0.275,0.268,10
I,0.567,0.429,0.15,0.725,0.319,0.192,0.232,9
F,0.533,0.408,0.141,0.837,0.298,0.188,0.246,13
M,0.629,0.514,0.174,1.503,0.664,0.365,0.423,11
M,0.639,0.485,0.17,1.474,0.589,0.296,0.411,13
I,0.417,0.312,0.107,0.352,0.167,0.069,0.108,8
F,0.481,0.377,0.138,0.563,0.21,0.122,0.191,12
F,0.591,0.458,0.153,1.175,0.453,0.258,0.346,10
F,0.746,0.57,0.171,1.731,0.663,0.198,0.516,10
M,0.581,0.465,0.19,0.946,0.333,0.198,0.34,12
M,0.582,0.45,0.174,1.077,0.48,0.274,0.327,11
I,0.384,0.284,0.134,0.286,0.141,0.06,0.08,8
F,0.553,0.418,0.144,0.814,0.357,0.216,0.188,9
I,0.43,0.347,0.13,0.475,0.204,0.094,0.127,8
I,0.331,0.247,0.095,0.194,0.078,0.058,0.07,8
F,0.468,0.362,1.145,0.59,0.327,0.115,0.127,8
F,0.702,0.534,0.183,1.632,0.89,0.255,0.443,9
I,0.524,0.389,0.139,0.589,0.295,0.122,0.154,9
M,0.697,0.529,0.187,1.63,0.733,0.37,0.429,12
M,0.543,0.452,0.154,0.739,0.336,0.141,0.186,9
I,0.078,0.058,0.01,0.002,0.001,0.0,0.002,1
M,0.606,0.487,0.15,1.187,0.569,0.262,0.263,8
M,0.22,0.149,0.05,0.037,0.015,0.008,0.01,3
I,0.473,0.37,0.103,0.459,0.204,0.113,0.12,8
M,0.529,0.387,0.129,0.643,0.256,0.183,0.168,10
M,0.533,0.411,0.152,0.781,0.314,0.172,0.252,9
M,0.606,0.433,0.157,1.069,0.407,0.206,0.375,15
F,0.644,0.454,0.161,1.115,0.567,0.204,0.236,9
I,0.524,0.392,0.174,0.874,0.361,0.205,0.214,18
F,0.539,0.396,0.132,0.739,0.323,0.15,0.205,9
I,0.648,0.457,0.142,1.059,0.531,0.217,0.267,10
I,0.493,0.38,0.12,0.605,0.236,0.094,0.219,9
I,0.483,0.341,0.112,0.43,0.162,0.08,0.135,7
F,0.529,0.396,0.155,0.734,0.233,0.165,0.277,13
I,0.328,0.219,0.071,0.146,0.051,0.03,0.038,8
I,0.419,0.315,0.113,0.314,0.123,0.074,0.1,7
I,0.515,0.392,0.129,0.524,0.225,0.111,0.162,7
M,0.587,0.445,0.153,1.075,0.39,0.338,0.329,16
M,0.54,0.455,0.148,0.942,0.424,0.162,0.264,10
M,0.468,0.359,0.124,0.521,0.204,0.133,0.179,11
M,0.442,0.337,0.124,0.43,0.17,0.106,0.133,11
I,0.465,0.356,0.102,0.386,0.248,0.034,0.11,6
M,0.426,0.312,0.096,0.287,0.125,0.066,0.094,9
M,0.3,0.254,0.092,0.21,0.063,0.035,0.082,11
F,0.69,0.504,0.214,1.852,0.798,0.388,0.436,13
F,0.531,0.427,0.125,0.982,0.355,0.235,0.27,18
F,0.635,0.454,0.162,1.099,0.463,0.296,0.311,10
I,0.534,0.436,0.124,0.665,0.309,0.125,0.207,8
M,0.309,0.224,0.088,0.145,0.062,0.037,0.046,6
M,0.594,0.485,0.181,1.569,0.526,0.201,0.646,12
F,0.522,0.461,0.157,0.792,0.355,0.165,0.214,9
I,0.268,0.2,0.073,0.092,0.042,0.019,0.031,4
I,0.384,0.269,0.095,0.275,0.145,0.069,0.076,7
I,0.237,0.176,0.059,0.055,0.022,0.014,0.018,6
F,0.52,0.409,0.151,0.806,0.274,0.112,0.303,13
M,0.48,0.372,0.135,0.796,0.248,0.172,0.182,10
I,0.343,0.282,0.089,0.232,0.091,0.039,0.091,8
M,0.457,0.348,0.114,0.499,0.258,0.084,0.122,7
I,0.355,0.269,0.085,0.224,0.107,0.036,0.064,6
I,0.479,0.349,0.11,0.432,0.183,0.091,0.123,7
I,0.386,0.27,0.092,0.14,0.083,0.06,0.058,7
I,0.341,0.252,0.074,0.18,0.092,0.038,0.045,7
I,0.478,0.36,0.115,0.517,0.241,0.101,0.16,10
M,0.628,0.506,0.183,1.379,0.519,0.264,0.593,21
F,0.641,0.572,0.227,1.773,0.558,0.276,0.81,16
M,0.657,0.544,0.195,1.838,0.898,0.332,0.451,11
F,0.652,0.55,0.152,1.409,0.602,0.322,0.408,16
M,0.693,0.53,0.194,1.769,0.711,0.32,0.548,15
I,0.557,0.451,0.149,0.772,0.362,0.172,0.214,11
I,0.505,0.377,0.128,0.57,0.29,0.125,0.175,8
F,0.742,0.524,0.182,1.747,0.825,0.403,0.45,11
I,0.518,0.397,0.136,0.606,0.291,0.109,0.183,8
I,0.618,0.509,0.163,1.144,0.558,0.237,0.293,11
M,0.528,0.4,0.128,0.624,0.265,0.159,0.209,12
F,0.531,0.384,0.172,1.148,0.562,0.283,0.348,10
M,0.427,0.33,0.121,0.389,0.157,0.085,0.117,7
M,0.471,0.408,0.119,0.616,0.244,0.131,0.166,8
I,0.415,0.313,0.114,0.307,0.141,0.078,0.092,8
F,0.533,0.399,0.125,0.671,0.363,0.105,0.198,10
M,0.613,0.46,0.19,1.319,0.455,0.315,0.352,19
I,0.444,0.348,0.117,0.488,0.238,0.087,0.15,9
M,0.744,0.583,0.15,1.147,0.676,0.203,0.282,8
F,0.685,0.568,0.182,1.654,0.891,0.329,0.38,11
I,0.569,0.454,0.122,0.746,0.361,0.154,0.198,9
F,0.454,0.34,0.113,0.399,0.144,0.114,0.117,8
F,0.546,0.474,0.186,1.224,0.336,0.206,0.514,26
F,0.639,0.461,0.135,0.86,0.304,0.174,0.243,13
F,0.567,0.454,0.146,0.993,0.452,0.216,0.217,9
M,0.489,0.389,0.145,0.655,0.235,0.144,0.189,13
F,0.419,0.354,0.109,0.365,0.12,0.082,0.118,11
M,0.41,0.321,0.101,0.381,0.173,0.094,0.106,7
F,0.577,0.466,0.146,0.864,0.327,0.195,0.288,9
I,0.554,0.418,0.128,0.723,0.322,0.151,0.222,9
F,0.673,0.527,0.153,1.609,0.682,0.312,0.448,13
F,0.619,0.507,0.173,1.243,0.569,0.298,0.308,10
F,0.69,0.572,0.228,2.24,0.718,0.462,0.901,17
I,0.478,0.354,0.125,0.515,0.195,0.127,0.139,7
M,0.583,0.44,0.141,1.031,0.521,0.225,0.23,8
F,0.709,0.547,0.176,1.787,0.542,0.316,0.555,16
M,0.563,0.43,0.191,0.657,0.296,0.163,0.373,10
M,0.646,0.54,0.241,1.54,0.667,0.386,0.415,16
I,0.42,0.337,0.114,0.442,0.175,0.08,0.117,7
F,0.557,0.45,0.152,0.756,0.301,0.228,0.229,11
I,0.543,0.398,0.139,0.635,0.26,0.107,0.216,9
F,0.551,0.431,0.175,0.9,0.289,0.193,0.275,10
M,0.626,0.462,0.152,1.079,0.471,0.237,0.295,9
F,0.562,0.471,0.129,0.907,0.335,0.131,0.381,21
F,0.525,0.426,0.128,0.655,0.271,0.124,0.224,9
I,0.353,0.267,0.098,0.183,0.076,0.039,0.058,6
F,0.629,0.513,0.159,1.06,0.506,0.241,0.267,9
M,0.562,0.458,0.149,1.134,0.405,0.215,0.446,15
M,0.5,0.345,0.103,0.458,0.187,0.099,0.12,8
M,0.671,0.537,0.193,1.424,0.42,0.314,0.455,16
F,0.58,0.451,0.167,0.883,0.304,0.192,0.314,18
M,0.58,0.462,0.157,1.12,0.497,0.268,0.299,9
I,0.488,0.388,0.116,0.573,0.275,0.115,0.173,9
M,0.728,0.559,0.192,1.615,0.776,0.378,0.493,10
I,0.336,0.255,0.098,0.172,0.07,0.04,0.064,7
F,0.624,0.502,0.173,1.081,0.428,0.206,0.362,8
F,0.624,0.457,0.16,1.202,0.579,0.237,0.317,12
F,0.631,0.503,0.203,1.441,0.711,0.363,0.36,11
I,0.451,0.323,0.114,0.426,0.206,0.091,0.105,8
I,0.337,0.245,0.076,0.18,0.081,0.04,0.05,7
F,0.637,0.504,0.199,1.317,0.472,0.252,0.488,15
I,0.267,0.211,0.082,0.122,0.052,0.037,0.043,9
M,0.485,0.389,0.105,0.539,0.289,0.108,0.129,7
I,0.529,0.362,0.11,0.506,0.207,0.109,0.172,8
F,0.556,0.423,0.121,0.928,0.392,0.182,0.28,8
I,0.503,0.359,0.103,0.574,0.236,0.125,0.171,7
I,0.407,0.308,0.113,0.298,0.138,0.068,0.078,6
M,0.627,0.468,0.191,1.295,0.508,0.23,0.472,18
F,0.614,0.461,0.162,1.165,0.503,0.263,0.348,9
I,0.542,0.462,0.176,0.752,0.304,0.157,0.287,11
F,0.576,0.442,0.146,1.021,0.488,0.201,0.244,9
F,0.611,0.498,0.205,1.068,0.439,0.229,0.378,16
I,0.594,0.466,0.163,0.852,0.354,0.208,0.272,8
F,0.563,0.448,0.185,0.939,0.296,0.175,0.261,12
F,0.597,0.469,0.168,1.231,0.532,0.293,0.368,10
I,0.535,0.415,0.136,0.661,0.249,0.135,0.254,9
F,0.737,0.547,0.179,1.807,0.896,0.391,0.498,12
I,0.281,0.203,0.064,0.088,0.034,0.019,0.031,7
F,0.628,0.501,0.172,1.116,0.519,0.293,0.292,10
F,0.64,0.538,0.178,1.386,0.612,0.283,0.335,10
F,0.672,0.536,0.194,1.454,0.869,0.299,0.402,11
F,0.594,0.463,0.195,1.316,0.475,0.338,0.385,12
F,0.716,0.554,0.214,1.814,0.811,0.431,0.506,19
M,0.651,0.53,0.166,1.222,0.466,0.287,0.396,14
M,0.556,0.464,0.139,0.932,0.465,0.164,0.254,8
I,0.439,0.385,0.118,0.521,0.232,0.107,0.123,6
M,0.599,0.486,0.171,1.35,0.659,0.251,0.37,10
I,0.622,0.473,0.159,1.289,0.57,0.28,0.364,14
F,0.63,0.469,0.174,1.135,0.493,0.247,0.305,10
F,0.61,0.497,0.169,1.032,0.459,0.228,0.299,11
F,0.435,0.383,0.105,0.47,0.206,0.131,0.131,9
M,0.687,0.56,0.155,1.362,0.593,0.255,0.488,14
F,0.5,0.38,0.118,0.602,0.283,0.111,0.141,7
F,0.577,0.444,0.155,0.675,0.259,0.125,0.224,8
M,0.498,0.368,0.123,0.536,0.245,0.126,0.183,10
M,0.609,0.523,0.189,1.28,0.596,0.258,0.317,9
I,0.446,0.341,0.102,0.46,0.24,0.147,0.123,7
I,0.519,0.397,0.127,0.648,0.283,0.104,0.199,11
F,0.53,0.441,0.171,0.752,0.287,0.189,0.263,11
M,0.487,0.415,0.16,0.801,0.242,0.213,0.299,13
I,0.546,0.437,0.129,0.737,0.342,0.184,0.205,10
M,0.761,0.591,0.169,1.818,0.915,0.384,0.492,11
M,0.623,0.464,0.151,1.312,0.609,0.427,0.322,9
I,0.439,0.329,0.107,0.452,0.241,0.085,0.113,7
F,0.465,0.334,0.125,0.501,0.191,0.104,0.157,19
I,0.493,0.372,0.134,0.601,0.244,0.128,0.176,12
I,0.498,0.378,0.139,0.511,0.184,0.094,0.189,8
F,0.572,0.502,0.171,1.216,0.496,0.268,0.357,8
M,0.493,0.404,0.137,0.798,0.288,0.218,0.241,17
M,0.564,0.434,0.135,0.817,0.375,0.177,0.228,10
M,0.603,0.47,0.148,1.119,0.533,0.243,0.266,8
M,0.597,0.453,0.183,0.977,0.487,0.212,0.276,9
I,0.224,0.167,0.062,0.053,0.019,0.015,0.036,4
M,0.479,0.366,0.132,0.572,0.298,0.108,0.147,9
M,0.408,0.314,0.122,0.354,0.146,0.091,0.12,11
F,0.607,0.487,0.176,1.105,0.469,0.243,0.347,10
F,0.636,0.495,0.156,1.196,0.601,0.31,0.334,12
M,0.355,0.272,0.091,0.231,0.1,0.055,0.068,6
I,0.369,0.278,0.093,0.249,0.106,0.056,0.073,6
M,0.665,0.523,0.161,1.159,0.524,0.273,0.346,11
I,0.602,0.462,0.137,0.787,0.337,0.18,0.236,9
M,0.689,0.595,0.215,2.094,0.777,0.496,0.591,19
I,0.411,0.306,0.087,0.277,0.137,0.065,0.076,6
I,0.384,0.297,0.098,0.311,0.134,0.058,0.095,6
I,0.579,0.436,0.136,0.793,0.353,0.174,0.256,10
M,0.565,0.448,0.158,1.235,0.554,0.258,0.303,10
M,0.448,0.383,0.138,0.553,0.217,0.137,0.174,11
F,0.604,0.443,0.163,1.072,0.445,0.23,0.258,10
F,0.445,0.339,0.146,0.446,0.184,0.12,0.146,11
F,0.643,0.53,0.174,1.413,0.625,0.297,0.428,20
F,0.459,0.375,0.106,0.479,0.2,0.093,0.154,9
M,0.51,0.389,0.144,0.726,0.275,0.221,0.18,12
M,0.673,0.507,0.184,1.411,0.651,0.316,0.379,9
I,0.378,0.298,0.097,0.22,0.112,0.053,0.066,8
M,0.379,0.303,0.095,0.245,0.101,0.05,0.079,11
I,0.573,0.475,0.148,1.012,0.455,0.202,0.271,10
M,0.549,0.441,0.164,0.984,0.483,0.184,0.226,8
F,0.517,0.382,0.138,0.62,0.201,0.142,0.218,14
I,0.346,0.284,0.075,0.2,0.079,0.04,0.062,8
I,0.306,0.22,0.049,0.15,0.067,0.039,0.046,6
I,0.425,0.33,0.096,0.268,0.112,0.033,0.114,7
M,0.589,0.449,0.157,0.957,0.338,0.223,0.262,12
I,0.538,0.385,0.148,0.761,0.307,0.188,0.21,11
M,0.661,0.536,0.16,1.369,0.593,0.284,0.381,9
M,0.617,0.474,0.141,0.844,0.418,0.22,0.219,9
M,0.729,0.532,0.181,1.533,0.59,0.355,0.505,15
M,0.735,0.529,0.162,1.96,0.786,0.257,0.818,17
I,0.527,0.377,0.131,0.617,0.299,0.111,0.183,8
M,0.182,0.124,0.05,0.023,0.008,0.005,0.01,3
M,0.504,0.407,0.126,0.638,0.28,0.16,0.176,9
F,0.72,0.538,0.171,1.821,0.878,0.35,0.526,9
F,0.639,0.498,0.148,1.476,0.595,0.295,0.315,12
M,0.552,0.456,0.151,0.941,0.502,0.214,0.24,9
M,0.449,0.364,0.115,0.45,0.195,0.113,0.136,8
M,0.518,0.423,0.166,0.998,0.332,0.279,0.323,18
F,0.607,0.505,0.175,1.067,0.391,0.22,0.328,11
I,0.419,0.347,0.096,0.388,0.176,0.082,0.097,7
I,0.5,0.316,0.1,0.462,0.169,0.097,0.154,7
I,0.534,0.393,0.12,0.632,0.331,0.172,0.146,7
I,0.57,0.491,0.175,0.905,0.397,0.217,0.284,8
M,0.4,0.293,0.12,0.287,0.116,0.058,0.074,9
I,0.485,0.418,0.15,0.674,0.325,0.138,0.204,8
M,0.507,0.378,0.106,0.561,0.304,0.103,0.151,8
M,0.459,0.342,0.126,0.525,0.215,0.123,0.173,10
I,0.487,0.38,0.098,0.458,0.226,0.085,0.135,8
F,0.546,0.475,0.184,0.995,0.38,0.208,0.288,17
M,0.466,0.39,0.147,0.67,0.282,0.134,0.154,6
M,0.522,0.395,0.131,0.774,0.436,0.187,0.152,7
F,0.607,0.48,0.147,1.178,0.6,0.27,0.302,8
M,0.433,0.355,0.108,0.417,0.169,0.094,0.136,7
M,0.54,0.413,0.144,0.629,0.228,0.162,0.234,13
I,0.402,0.308,0.102,0.356,0.159,0.082,0.089,6
M,0.582,0.452,0.186,1.184,0.495,0.305,0.299,8
M,0.662,0.546,0.18,1.293,0.5,0.258,0.433,17
M,0.63,0.53,0.188,1.588,0.743,0.364,0.395,9
F,0.448,0.359,0.12,0.429,0.183,0.102,0.134,8
F,0.607,0.478,0.182,1.404,0.706,0.267,0.367,10
F,0.642,0.519,0.173,1.243,0.52,0.274,0.403,10
M,0.537,0.412,0.122,0.787,0.394,0.153,0.183,8
F,0.587,0.519,0.165,1.359,0.605,0.296,0.341,10
M,0.754,0.517,0.176,2.038,1.04,0.438,0.458,12
F,0.505,0.418,0.178,0.808,0.254,0.171,0.278,16
I,0.224,0.158,0.05,0.051,0.021,0.01,0.015,4
F,0.627,0.484,0.162,1.085,0.472,0.258,0.268,10
F,0.69,0.545,0.187,1.52,0.639,0.367,0.484,22
M,0.673,0.521,0.155,1.275,0.533,0.283,0.394,11
F,0.744,0.608,0.195,2.041,0.863,0.455,0.607,18
I,0.381,0.28,0.132,0.234,0.108,0.044,0.077,7
I,0.339,0.24,0.077,0.172,0.071,0.043,0.048,6
I,0.365,0.276,0.082,0.239,0.09,0.054,0.071,6
I,0.393,0.286,0.098,0.282,0.117,0.063,0.086,8
M,0.561,0.428,0.148,0.935,0.359,0.128,0.352,11
I,0.204,0.147,0.046,0.039,0.014,0.008,0.011,4
F,0.57,0.42,0.15,0.887,0.397,0.222,0.235,9
M,0.594,0.478,0.165,0.939,0.318,0.203,0.32,11
M,0.641,0.56,0.2,1.185,0.517,0.265,0.342,11
F,0.715,0.543,0.183,1.754,0.803,0.401,0.49,10
F,0.537,0.428,0.121,0.871,0.301,0.176,0.228,11
M,0.517,0.421,0.135,0.806,0.261,0.228,0.237,13
M,0.597,0.513,0.124,1.038,0.589,0.195,0.239,8
M,0.412,0.335,0.137,0.403,0.124,0.067,0.146,14
I,0.547,0.438,0.143,0.798,0.349,0.17,0.223,9
M,0.619,0.456,0.206,1.317,0.625,0.29,0.354,11
I,0.175,0.129,0.055,0.024,0.009,0.006,0.008,6
F,0.383,0.298,0.102,0.281,0.117,0.06,0.084,9
F,0.557,0.445,0.131,0.948,0.369,0.209,0.329,9
F,0.745,0.59,0.187,1.564,0.803,0.356,0.426,9
I,0.445,0.335,0.111,0.433,0.206,0.085,0.118,8
F,0.673,0.512,0.166,1.342,0.576,0.281,0.447,11
F,0.461,0.361,0.124,0.387,0.166,0.061,0.13,9
I,0.543,0.436,0.147,0.787,0.304,0.162,0.266,11
F,0.573,0.482,0.151,0.893,0.371,0.191,0.294,10
I,0.525,0.452,0.166,0.822,0.347,0.192,0.25,8
M,0.454,0.335,0.12,0.497,0.248,0.12,0.133,8
M,0.481,0.368,0.078,0.507,0.191,0.122,0.159,11
I,0.551,0.441,0.141,0.778,0.313,0.148,0.223,10
F,0.471,0.337,0.13,0.556,0.236,0.13,0.148,13
I,0.497,0.388,0.119,0.465,0.186,0.099,0.155,9
M,0.516,0.42,0.143,0.752,0.245,0.16,0.303,13
M,0.677,0.542,0.155,1.537,0.647,0.299,0.436,14
F,0.519,0.425,0.162,1.138,0.388,0.221,0.339,15
F,0.613,0.471,0.161,1.045,0.5,0.196,0.288,12
I,0.481,0.382,0.109,0.533,0.278,0.111,0.145,9
M,0.644,0.537,0.191,1.471,0.69,0.263,0.417,9
I,0.567,0.441,0.15,0.817,0.363,0.171,0.233,9
I,0.448,0.342,0.109,0.385,0.172,0.085,0.11,7
M,0.533,0.456,0.146,0.775,0.362,0.163,0.223,8
I,0.364,0.277,0.095,0.296,0.119,0.061,0.081,6
M,0.642,0.463,0.182,1.482,0.749,0.298,0.332,9
F,0.681,0.558,0.195,1.697,0.69,0.386,0.614,20
M,0.572,0.471,0.143,0.872,0.383,0.171,0.261,9
I,0.238,0.182,0.039,0.073,0.032,0.015,0.019,5
I,0.272,0.197,0.07,0.101,0.046,0.014,0.035,8
M,0.618,0.473,0.154,1.122,0.559,0.24,0.3,9
F,0.631,0.504,0.161,1.1,0.472,0.217,0.326,12
M,0.54,0.474,0.134,1.01,0.412,0.247,0.266,10
I,0.551,0.407,0.128,0.596,0.267,0.142,0.164,9
M,0.607,0.511,0.175,1.157,0.596,0.215,0.277,9
F,0.64,0.469,0.166,1.281,0.536,0.305,0.338,11
F,0.687,0.533,0.203,1.556,0.723,0.31,0.396,12
F,0.468,0.395,0.141,0.532,0.188,0.136,0.148,12
F,0.603,0.517,0.162,1.072,0.522,0.198,0.308,9
M,0.349,0.263,0.094,0.2,0.077,0.037,0.067,9
F,0.446,0.353,0.112,0.383,0.157,0.095,0.114,8
I,0.606,0.462,0.147,0.853,0.407,0.17,0.228,10
I,0.558,0.48,0.157,1.049,0.503,0.24,0.289,10
I,0.264,0.205,0.062,0.101,0.043,0.023,0.029,5
I,0.541,0.455,0.148,0.823,0.383,0.189,0.244,10
I,0.41,0.33,0.102,0.297,0.119,0.083,0.102,6
M,0.517,0.394,0.135,0.787,0.373,0.165,0.244,9
F,0.627,0.487,0.188,1.343,0.632,0.289,0.387,11
F,0.464,0.383,0.143,0.57,0.229,0.116,0.189,13
I,0.625,0.463,0.129,0.967,0.443,0.193,0.266,9
M,0.644,0.506,0.157,1.209,0.633,0.241,0.277,9
F,0.564,0.482,0.16,0.917,0.403,0.19,0.249,11
M,0.263,0.19,0.063,0.082,0.034,0.01,0.029,7
I,0.297,0.205,0.069,0.109,0.051,0.021,0.028,6
M,0.575,0.439,0.157,0.997,0.356,0.253,0.304,12
I,0.314,0.22,0.094,0.133,0.058,0.037,0.036,6
F,0.671,0.522,0.168,1.184,0.481,0.216,0.379,12
F,0.587,0.42,0.156,0.795,0.356,0.188,0.265,9
M,0.532,0.415,0.154,0.838,0.368,0.185,0.265,10
F,0.387,0.316,0.106,0.342,0.156,0.066,0.115,9
M,0.621,0.453,0.148,1.013,0.367,0.21,0.302,10
I,0.344,0.253,0.077,0.196,0.09,0.04,0.059,7
I,0.489,0.382,0.124,0.51,0.25,0.113,0.151,8
I,0.326,0.262,0.093,0.173,0.068,0.027,0.062,6
M,0.296,0.232,0.08,0.13,0.056,0.025,0.051,7
F,0.594,0.465,0.176,0.98,0.391,0.248,0.299,10
F,0.596,0.467,0.148,1.109,0.416,0.243,0.311,12
F,0.689,0.539,0.177,1.271,0.5,0.268,0.452,12
M,0.497,0.381,0.134,0.653,0.197,0.122,0.254,14
I,0.445,0.325,0.078,0.348,0.153,0.061,0.105,9
F,0.457,0.368,0.136,0.469,0.198,0.1,0.125,13
I,0.405,0.374,0.102,0.332,0.133,0.079,0.098,10
M,0.541,0.421,0.128,0.973,0.374,0.247,0.295,14
M,0.617,0.481,0.166,1.146,0.474,0.213,0.364,11
I,0.515,0.359,0.122,0.526,0.249,0.102,0.158,8
F,0.673,0.518,0.153,1.565,0.575,0.255,0.489,16
I,0.356,0.272,0.093,0.235,0.129,0.043,0.06,6
F,0.495,0.4,0.152,0.61,0.255,0.129,0.183,12
F,0.591,0.484,0.155,0.963,0.379,0.224,0.281,12
M,0.513,0.362,0.129,0.755,0.292,0.169,0.21,13
I,0.472,0.351,0.125,0.55,0.268,0.104,0.151,7
M,0.674,0.519,0.187,1.802,0.555,0.318,0.43,11
I,0.573,0.427,0.151,0.934,0.479,0.181,0.213,9
F,0.541,0.429,0.141,0.816,0.387,0.166,0.211,11
I,0.356,0.289,0.086,0.228,0.096,0.06,0.154,8
F,0.492,0.39,0.129,0.704,0.362,0.161,0.166,9
M,0.704,0.549,0.175,1.738,0.717,0.401,0.483,12
F,0.482,0.368,0.122,0.565,0.277,0.095,0.146,8
M,0.508,0.425,0.129,0.708,0.355,0.152,0.176,9
I,0.299,0.224,0.072,0.132,0.051,0.029,0.036,6
I,0.565,0.439,0.146,0.859,0.34,0.146,0.294,10
M,0.58,0.484,0.135,1.06,0.527,0.218,0.29,11
M,0.434,0.335,0.108,0.406,0.13,0.092,0.17,10
I,0.467,0.316,0.119,0.351,0.121,0.086,0.1,12
I,0.534,0.416,0.142,0.653,0.284,0.092,0.224,8
M,0.419,0.354,0.128,0.541,0.21,0.118,0.16,10
F,0.606,0.468,0.196,1.151,0.499,0.281,0.314,13
F,0.735,0.55,0.183,1.468,0.637,0.318,0.439,7
M,0.637,0.542,0.198,1.319,0.582,0.279,0.41,12
I,0.409,0.289,0.1,0.354,0.14,0.078,0.121,8
I,0.392,0.293,0.094,0.32,0.172,0.055,0.091,7
I,0.398,0.3,0.093,0.319,0.157,0.061,0.095,6
F,0.582,0.446,0.148,1.0,0.398,0.278,0.289,11
F,0.59,0.471,0.173,1.082,0.393,0.201,0.345,11
I,0.282,0.209,0.065,0.096,0.042,0.021,0.031,5
F,0.586,0.425,0.145,0.931,0.396,0.188,0.249,8
I,0.228,0.18,0.065,0.067,0.027,0.01,0.021,5
M,0.61,0.515,0.174,1.346,0.624,0.263,0.363,11
F,0.577,0.483,0.158,1.07,0.434,0.271,0.33,14
F,0.635,0.464,0.158,1.096,0.451,0.22,0.349,9
F,0.584,0.465,0.148,1.019,0.467,0.215,0.264,15
M,0.562,0.485,0.154,1.223,0.657,0.239,0.285,10
F,0.661,0.521,0.171,1.337,0.556,0.34,0.408,10
M,0.527,0.481,0.15,0.907,0.47,0.204,0.257,8
I,0.455,0.36,0.124,0.506,0.235,0.111,0.123,7
F,0.567,0.476,0.159,0.977,0.429,0.267,0.246,8
M,0.709,0.572,0.162,1.657,0.774,0.428,0.389,10
I,0.566,0.435,0.135,0.622,0.242,0.12,0.244,9
I,0.241,0.17,0.067,0.061,0.021,0.02,0.019,6
F,0.634,0.522,0.186,1.495,0.551,0.277,0.462,17
F,0.74,0.595,0.209,2.014,0.875,0.504,0.481,12
M,0.699,0.521,0.19,1.557,0.532,0.339,0.561,24
I,0.482,0.389,0.117,0.6,0.304,0.117,0.144,8
I,0.291,0.212,0.072,0.122,0.051,0.028,0.029,6
I,0.455,0.318,0.109,0.511,0.269,0.123,0.11,8
F,0.686,0.52,0.199,1.333,0.481,0.304,0.399,17
M,0.658,0.565,0.178,1.753,0.658,0.407,0.51,11
M,0.783,0.603,0.202,2.253,1.095,0.427,0.627,12
F,0.554,0.412,0.144,0.88,0.451,0.159,0.214,10
I,0.43,0.336,0.096,0.359,0.162,0.063,0.12,7
I,0.362,0.267,0.072,0.21,0.095,0.044,0.065,7
M,0.66,0.519,0.181,1.333,0.5,0.29,0.393,13
M,0.667,0.517,0.173,1.54,0.661,0.376,0.382,15
I,0.483,0.392,0.121,0.52,0.24,0.115,0.139,7
M,0.631,0.461,0.157,1.105,0.553,0.223,0.307,12
F,0.519,0.4,0.11,0.699,0.301,0.139,0.188,12
F,0.586,0.441,0.119,0.896,0.322,0.218,0.283,12
I,0.609,0.483,0.135,0.831,0.35,0.191,0.242,8
M,0.496,0.38,0.131,0.532,0.236,0.13,0.155,9
M,0.63,0.535,0.185,1.21,0.493,0.231,0.436,19
F,0.631,0.465,0.162,0.973,0.428,0.231,0.313,12
F,0.614,0.468,0.168,1.077,0.54,0.247,0.269,8
I,0.161,0.122,0.052,0.022,0.007,0.005,0.014,3
M,0.605,0.516,0.21,1.439,0.476,0.297,0.417,21
F,0.583,0.444,0.153,0.934,0.342,0.186,0.321,12
M,0.348,0.254,0.078,0.229,0.085,0.038,0.081,6
M,0.552,0.449,0.115,0.845,0.419,0.148,0.248,8
F,0.597,0.493,0.169,0.995,0.437,0.277,0.307,14
I,0.511,0.406,0.135,0.591,0.191,0.146,0.188,12
F,0.717,0.568,0.174,1.729,0.853,0.423,0.394,11
I,0.268,0.204,0.06,0.07,0.027,0.023,0.029,5
M,0.449,0.363,0.112,0.476,0.196,0.091,0.128,9
I,0.431,0.31,0.105,0.344,0.175,0.045,0.098,7
F,0.659,0.477,0.172,1.21,0.499,0.356,0.295,9
M,0.664,0.525,0.193,1.604,0.681,0.394,0.451,13
I,0.215,0.149,0.057,0.047,0.02,0.007,0.012,4
M,0.48,0.394,0.12,0.495,0.201,0.078,0.177,12
M,0.594,0.482,0.155,0.929,0.431,0.175,0.266,9
M,0.659,0.497,0.145,0.989,0.422,0.227,0.308,12
I,0.583,0.445,0.156,0.826,0.372,0.183,0.238,8
I,0.338,0.248,0.096,0.186,0.077,0.052,0.057,8
I,0.351,0.257,0.078,0.204,0.314,0.045,0.06,7
F,0.543,0.414,0.181,0.968,0.265,0.207,0.379,18
I,0.318,0.239,0.082,0.175,0.079,0.025,0.051,6
M,0.554,0.44,0.147,0.965,0.384,0.233,0.285,11
